"Star Name","RA (J2000.0)","Dec (J2000.0)","Constellation","Var. Type","Min Mag","Max Mag","Period (d)","Obs. Cadence (d)","Obs. Section","Filter/Mode","Last observed","High Priority","Notes"
"RT Car","10h 44m 47s","-59d 24m 48s","Car","SRC","9.9 V","8.2 V","163.3","16.330000000000002","HET","V","Green: Last Observation April 17, 2026 3:49 PM UTC (1 week ago)","","SNEWS candidate"
"BU Per","02h 18m 53s","+57d 25m 16s","Per","SRC","10.1 V","8.2 V","432.0","43.2","HET","V","Red: Last Observation March 11, 2026 4:22 AM UTC (1 month ago)","","SNEWS candidate"
"PZ Cas","23h 44m 03s","+61d 47m 22s","Cas","SRC","10.2 V","8.2 V","925.0","92.5","HET","V","Green: Last Observation April 19, 2026 10:27 AM UTC (1 week ago)","","SNEWS candidate"
"V0605 Cas","02h 20m 22s","+59d 40m 16s","Cas","LC","8.54 V","8.22 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 4:39 AM UTC (1 month ago)","","SNEWS candidate"
"ASAS J104420-5803.9","10h 44m 20s","-58d 03m 53s","Car","SRC","9.24 V","8.22 V","None","3.0","HET","V","Red: Last Observation March 14, 2025 4:43 PM UTC (1 year ago)","","SNEWS candidate"
"UY Sct","18h 27m 36s","-12d 27m 58s","Sct","SRC","10.56 V","8.29 V","688.0","68.8","HET","V","Green: Last Observation April 16, 2026 11:25 AM UTC (1 week ago)","","SNEWS candidate"
"T Per","02h 19m 21s","+58d 57m 40s","Per","SRC","9.0 V","8.3 V","2430.0","243.0","HET","V","Green: Last Observation April 8, 2026 5:14 AM UTC (2 weeks ago)","","SNEWS candidate"
"V0403 Per","02h 23m 24s","+57d 12m 42s","Per","LC","8.76 V","8.31 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 4:34 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 544","01h 33m 29s","+60d 38m 47s","Cas","SRC","8.6 V","8.34 V","None","3.0","HET","V","Red: Last Observation March 14, 2026 3:48 AM UTC (1 month ago)","","SNEWS candidate"
"V0517 Mon","06h 50m 52s","-0d 04m 23s","Mon","LC","9.6 V","8.4 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 9:46 AM UTC (1 week ago)","","SNEWS candidate"
"V0540 Sgr","18h 00m 04s","-35d 55m 39s","Sgr","LC","9.38 V","8.43 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 6:44 PM UTC (1 week ago)","","SNEWS candidate"
"V0774 Cas","01h 47m 00s","+60d 22m 20s","Cas","SRC","8.89 V","8.44 V","None","3.0","HET","V","Red: Last Observation March 14, 2026 4:00 AM UTC (1 month ago)","","SNEWS candidate"
"UW Aql","18h 57m 33s","+0d 27m 19s","Aql","LC","9.3 V","8.57 V","None","3.0","HET","V","Red: Last Observation April 21, 2026 8:36 AM UTC (6 days ago)","","SNEWS candidate"
"V0384 Pup","07h 41m 02s","-31d 40m 59s","Pup","SRC","9.68 V","8.57 V","113.3","11.33","HET","V","Green: Last Observation April 20, 2026 11:21 AM UTC (1 week ago)","","SNEWS candidate"
"V0466 Cas","01h 19m 53s","+58d 18m 30s","Cas","LC","8.72 V","8.58 V","None","3.0","HET","V","Red: Last Observation April 7, 2026 7:43 PM UTC (2 weeks ago)","","SNEWS candidate"
"ASAS J170913-4111.6","17h 09m 13s","-41d 11m 37s","Sco","SRC","8.99 V","8.59 V","87.047356","8.7047356","HET","V","Red: Last Observation April 16, 2026 9:51 PM UTC (1 week ago)","","SNEWS candidate"
"W Per","02h 50m 37s","+56d 59m 00s","Per","SRC","11.0 V","8.6 V","485.0","48.5","HET","V","Orange: Last Observation March 21, 2026 4:01 AM UTC (1 month ago)","","SNEWS candidate"
"HD 236947","02h 07m 12s","+58d 47m 15s","Per","LC","8.72 V","8.61 V","None","3.0","HET","V","Red: Last Observation March 19, 2026 3:34 AM UTC (1 month ago)","","SNEWS candidate"
"ASAS J181826-1518.2","18h 18m 25s","-15d 18m 13s","Ser","LC","9.39 V","8.63 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 10:04 AM UTC (1 week ago)","","SNEWS candidate"
"KW Sgr","17h 52m 00s","-28d 01m 20s","Sgr","SRC","10.34 V","8.66 V","695.0","69.5","HET","V","Green: Last Observation April 18, 2026 9:40 AM UTC (1 week ago)","","SNEWS candidate"
"NSV 4976","10h 47m 39s","-57d 55m 26s","Car","SRC","8.9 V","8.68 V","None","3.0","HET","V","Red: Last Observation March 24, 2026 5:33 PM UTC (1 month ago)","","SNEWS candidate"
"V0398 Cas","23h 22m 30s","+59d 18m 26s","Cas","LC","9.7 V","8.69 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:25 AM UTC (1 week ago)","","SNEWS candidate"
"V0589 Cas","01h 46m 05s","+60d 59m 36s","Cas","LC","9.4 V","8.7 V","None","3.0","HET","V","Red: Last Observation March 14, 2026 3:52 AM UTC (1 month ago)","","SNEWS candidate"
"TZ Cas","23h 52m 56s","+61d 00m 08s","Cas","LC","10.0 V","8.7 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:35 AM UTC (1 week ago)","","SNEWS candidate"
"V0595 Cas","01h 43m 02s","+56d 30m 46s","Cas","LC","9.05 V","8.75 V","None","3.0","HET","V","Red: Last Observation March 10, 2026 3:08 AM UTC (1 month ago)","","SNEWS candidate"
"NR Vul","19h 50m 11s","+24d 55m 24s","Vul","LC","9.62 V","8.75 V","None","3.0","HET","V","Red: Last Observation April 12, 2026 7:37 AM UTC (2 weeks ago)","","SNEWS candidate"
"V0704 Cas","03h 07m 40s","+60d 29m 22s","Cas","SRC","9.9 V","8.75 V","379.0","37.9","HET","V","Green: Last Observation April 18, 2026 3:00 AM UTC (1 week ago)","","SNEWS candidate"
"V0550 Per","02h 15m 13s","+58d 08m 32s","Per","SRC","9.02 V","8.81 V","None","3.0","HET","V","Red: Last Observation March 19, 2026 3:29 AM UTC (1 month ago)","","SNEWS candidate"
"BI Cyg","20h 21m 21s","+36d 55m 55s","Cyg","SRC","10.0 V","8.86 V","800.0","80.0","HET","V","Green: Last Observation April 23, 2026 11:00 AM UTC (4 days ago)","","SNEWS candidate"
"NSV 693","02h 01m 26s","+64d 08m 37s","Cas","SR","10.2 V","8.9 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 4:41 AM UTC (1 month ago)","","SNEWS candidate"
"HD 305632","10h 50m 23s","-60d 48m 07s","Car","SRC","9.13 V","8.91 V","384.0","38.400000000000006","HET","V","Green: Last Observation April 17, 2026 2:35 PM UTC (1 week ago)","","SNEWS candidate"
"BC Cyg","20h 21m 38s","+37d 31m 59s","Cyg","SRC","10.1 V","9.0 V","700.0","70.0","HET","V","Green: Last Observation April 23, 2026 10:55 AM UTC (4 days ago)","","SNEWS candidate"
"V0648 Cas","02h 51m 03s","+57d 51m 19s","Cas","SRC","9.97 V","9.08 V","420.0","42.0","HET","V","Green: Last Observation April 8, 2026 5:24 AM UTC (2 weeks ago)","","SNEWS candidate"
"NSV 929","02h 49m 08s","+58d 00m 48s","Cas","LC:","9.21 V","9.1 V","None","3.0","HET","V","Red: Last Observation March 14, 2026 4:49 AM UTC (1 month ago)","","SNEWS candidate"
"PP Per","02h 17m 08s","+58d 31m 46s","Per","LC","9.7 V","9.1 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 4:36 AM UTC (1 month ago)","","SNEWS candidate"
"AZ Cep","22h 08m 38s","+59d 33m 01s","Cep","LC","10.07 V","9.1 V","None","3.0","HET","V","Red: Last Observation February 28, 2026 6:26 PM UTC (1 month ago)","","SNEWS candidate"
"HS Cas","01h 08m 19s","+63d 35m 11s","Cas","LC","10.2 V","9.1 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 11:35 AM UTC (1 week ago)","","SNEWS candidate"
"V0774 Sgr","17h 54m 26s","-23d 14m 09s","Sgr","LC","10.2 V","9.1 V","None","3.0","HET","V","Red: Last Observation April 16, 2026 9:39 PM UTC (1 week ago)","","SNEWS candidate"
"V0358 Cas","23h 30m 27s","+57d 58m 33s","Cas","LC","10.6 V","9.1 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 11:38 AM UTC (1 week ago)","","SNEWS candidate"
"MZ Cas","00h 21m 24s","+59d 57m 11s","Cas","LC","10.32 V","9.13 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 11:06 AM UTC (1 week ago)","","SNEWS candidate"
"HD 232766","03h 13m 57s","+54d 56m 08s","Per","SRC","9.39 V","9.15 V","None","3.0","HET","V","Red: Last Observation March 21, 2026 3:55 AM UTC (1 month ago)","","SNEWS candidate"
"V0411 Per","03h 15m 08s","+54d 53m 03s","Per","SRC","10.38 V","9.16 V","None","3.0","HET","V","Red: Last Observation March 21, 2026 3:53 AM UTC (1 month ago)","","SNEWS candidate"
"V0386 Cep","22h 53m 12s","+61d 17m 00s","Cep","SRC","12.2 V","9.2 V","660.0","66.0","HET","V","Green: Last Observation April 20, 2026 11:37 AM UTC (1 week ago)","","SNEWS candidate"
"GS Vel","10h 45m 30s","-56d 36m 42s","Vel","LC","9.45 V","9.21 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 3:37 PM UTC (1 week ago)","","SNEWS candidate"
"AZ Cas","01h 42m 16s","+61d 25m 16s","Cas","EA/GS+LC","9.52 V","9.22 V","3403.85","340.385","HET","V","Green: Last Observation March 14, 2026 3:52 AM UTC (1 month ago)","","SNEWS candidate"
"ASAS J181343-1914.5","18h 13m 43s","-19d 14m 31s","Sgr","SRC","9.44 V","9.24 V","None","3.0","HET","V","Red: Last Observation April 22, 2026 9:37 AM UTC (5 days ago)","","SNEWS candidate"
"GP Cas","02h 39m 50s","+59d 35m 51s","Cas","LC","9.94 V","9.26 V","None","3.0","HET","V","Red: Last Observation March 21, 2026 3:59 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 687","01h 59m 39s","+60d 15m 01s","Cas","LC","9.6 V","9.3 V","None","3.0","HET","V","Red: Last Observation March 19, 2026 3:32 AM UTC (1 month ago)","","SNEWS candidate"
"CD-44 11324","16h 58m 57s","-44d 24m 04s","Sco","SRC","9.65 V","9.38 V","84.1","8.41","HET","V","Green: Last Observation April 22, 2026 9:20 AM UTC (5 days ago)","","SNEWS candidate"
"IRAS 22183+5547","22h 20m 10s","+56d 02m 24s","Cep","LC","10.26 V","9.4 V","None","3.0","HET","V","Red: Last Observation April 15, 2026 11:34 AM UTC (1 week ago)","","SNEWS candidate"
"ASAS J125922-6116.8","12h 59m 22s","-61d 16m 46s","Cen","SRC","10.73 V","9.4 V","450.0","45.0","HET","V","Green: Last Observation April 19, 2026 3:17 PM UTC (1 week ago)","","SNEWS candidate"
"TYC 4051-1269-1","02h 50m 13s","+62d 25m 14s","Cas","LC","10.11 V","9.42 V","None","3.0","HET","V","Red: Last Observation March 11, 2026 5:02 AM UTC (1 month ago)","","SNEWS candidate"
"KN Cas","00h 09m 36s","+62d 40m 04s","Cas","LC","9.8 V","9.43 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:33 AM UTC (1 week ago)","","SNEWS candidate"
"V1749 Cyg","20h 21m 14s","+35d 37m 16s","Cyg","LC","10.02 V","9.44 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:53 AM UTC (1 week ago)","","SNEWS candidate"
"ASAS J075143-3027.1","07h 51m 43s","-30d 27m 03s","Pup","SRC","9.99 V","9.5 V","279.0","27.900000000000002","HET","V","Green: Last Observation April 20, 2026 11:25 AM UTC (1 week ago)","","SNEWS candidate"
"ASAS J124416-6156.4","12h 44m 16s","-61d 56m 21s","Cru","SRC","10.1 V","9.5 V","160.0","16.0","HET","V","Green: Last Observation April 17, 2026 1:30 PM UTC (1 week ago)","","SNEWS candidate"
"AS Cep","23h 02m 05s","+59d 49m 06s","Cep","LC","10.5 V","9.5 V","None","3.0","HET","V","Red: Last Observation April 20, 2026 11:49 AM UTC (1 week ago)","","SNEWS candidate"
"GU Cep","23h 10m 10s","+61d 14m 29s","Cep","SRC","10.2 V","9.6 V","None","3.0","HET","V","Red: Last Observation April 23, 2026 11:44 AM UTC (4 days ago)","","SNEWS candidate"
"ASAS J173450-3416.6","17h 34m 50s","-34d 16m 36s","Sco","LC","10.7 V","9.6 V","None","3.0","HET","V","Red: Last Observation April 22, 2026 9:48 AM UTC (5 days ago)","","SNEWS candidate"
"V0717 Cyg","20h 01m 05s","+30d 49m 52s","Cyg","LC","10.4 V","9.7 V","None","3.0","HET","V","Red: Last Observation April 23, 2026 10:54 AM UTC (4 days ago)","","SNEWS candidate"
"EH Cas","23h 45m 36s","+62d 20m 56s","Cas","LC","10.7 V","9.74 V","None","3.0","HET","V","Red: Last Observation April 19, 2026 10:27 AM UTC (1 week ago)","","SNEWS candidate"
"V0356 Cep","23h 13m 31s","+60d 30m 18s","Cep","LC","10.3 V","9.8 V","None","3.0","HET","V","Red: Last Observation April 23, 2026 11:47 AM UTC (4 days ago)","","SNEWS candidate"
"DQ Pup","07h 29m 11s","-26d 10m 32s","Pup","SRC","10.9 V","9.8 V","None","3.0","HET","V","Red: Last Observation April 22, 2026 12:23 AM UTC (5 days ago)","","SNEWS candidate"
"WX Cas","01h 54m 03s","+61d 06m 33s","Cas","LC","10.2 V","9.9 V","None","3.0","HET","V","Red: Last Observation April 24, 2026 11:12 AM UTC (3 days ago)","","SNEWS candidate"
"AG Cam","04h 01m 11s","+55d 17m 43s","Cam","LC","None V","9.9 V","None","3.0","HET","V","Red: Last Observation April 18, 2026 3:04 AM UTC (1 week ago)","","SNEWS candidate"
"alf Ori","05h 55m 10s","+7d 24m 25s","Ori","SRC","1.6 V","0.0 V","423.0","42.300000000000004","HET","Visual","Green: Last Observation April 25, 2026 7:30 PM UTC (2 days ago)","","SNEWS candidate"
"alf Sco","16h 29m 24s","-26d 25m 55s","Sco","SRC","1.21 V","0.75 V","2180.0","218.0","HET","Visual","Green: Last Observation April 10, 2026 12:29 AM UTC (2 weeks ago)","","SNEWS candidate"
"lam Vel","09h 07m 59s","-43d 25m 57s","Vel","LC","2.32 V","2.12 V","None","3.0","HET","Visual","Red: Last Observation March 15, 2023 11:53 PM UTC (3 years ago)","","SNEWS candidate"
"eps Peg","21h 44m 11s","+9d 52m 30s","Peg","LC","2.45 V","2.37 V","None","3.0","HET","Visual","Red: Last Observation January 18, 2026 6:40 PM UTC (3 months ago)","","SNEWS candidate"
"zet Cep","22h 10m 51s","+58d 12m 04s","Cep","LC","3.4 V","3.31 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 12:56 AM UTC (1 month ago)","","SNEWS candidate"
"l Car","09h 45m 14s","-62d 30m 28s","Car","DCEP","4.12 V","3.32 V","35.561","3.5561000000000003","HET","Visual","Red: Last Observation April 24, 2026 12:43 AM UTC (3 days ago)","","SNEWS candidate"
"sig CMa","07h 01m 43s","-27d 56m 05s","CMa","LC","3.51 V","3.41 V","None","3.0","HET","Visual","Red: Last Observation March 26, 2026 7:11 PM UTC (1 month ago)","","SNEWS candidate"
"mu. Cep","21h 43m 30s","+58d 46m 48s","Cep","SRC","5.1 V","3.43 V","835.0","83.5","HET","Visual","Green: Last Observation April 23, 2026 10:22 PM UTC (3 days ago)","","SNEWS candidate"
"ksi Cyg","21h 04m 55s","+43d 55m 40s","Cyg","LC","3.79 V","3.67 V","None","3.0","HET","Visual","Red: Last Observation August 15, 2021 5:37 AM UTC (4 years ago)","","SNEWS candidate"
"omi 1 CMa","06h 54m 07s","-24d 11m 03s","CMa","LC","4.09 V","3.78 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 1:30 AM UTC (1 month ago)","","SNEWS candidate"
"CE Tau","05h 32m 12s","+18d 35m 39s","Tau","SRC","4.63 V","4.22 V","None","3.0","HET","Visual","Red: Last Observation April 6, 2026 7:11 PM UTC (3 weeks ago)","","SNEWS candidate"
"V0412 Lac","22h 29m 31s","+47d 42m 24s","Lac","LC","4.43 V","4.23 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 12:49 AM UTC (1 month ago)","","SNEWS candidate"
"BE Cam","03h 49m 31s","+65d 31m 33s","Cam","LC","4.6 V","4.35 V","None","3.0","HET","Visual","Red: Last Observation April 18, 2026 4:20 AM UTC (1 week ago)","","SNEWS candidate"
"NS Pup","08h 11m 21s","-39d 37m 06s","Pup","LC","4.46 V","4.4 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"V0520 Car","10h 43m 32s","-60d 33m 59s","Car","LC","4.59 V","4.5 V","None","3.0","HET","Visual","Red: Last Observation March 27, 2014 2:35 AM UTC (12 years ago)","","SNEWS candidate"
"psi 1 Aur","06h 24m 53s","+49d 17m 16s","Aur","SRC","5.7 V","4.54 V","None","3.0","HET","Visual","Red: Last Observation April 20, 2026 10:32 PM UTC (6 days ago)","","SNEWS candidate"
"NSV 4922","10h 38m 45s","-59d 10m 58s","Car","LC","4.76 V","4.68 V","None","3.0","HET","Visual","Red: Last Observation August 5, 2018 6:34 PM UTC (7 years ago)","","SNEWS candidate"
"V0509 Cas","23h 00m 05s","+56d 56m 43s","Cas","YHG","5.38 V","4.75 V","175.0","20.330000000000002","HET","Visual","Green: Last Observation April 23, 2026 7:11 PM UTC (4 days ago)","","SNEWS candidate"
"NSV 3503","07h 16m 36s","-23d 18m 56s","CMa","LC","4.89 V","4.78 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 1:36 AM UTC (1 month ago)","","SNEWS candidate"
"KQ Pup","07h 33m 47s","-14d 31m 26s","Pup","LC","5.17 V","4.82 V","None","3.0","HET","Visual","Red: Last Observation February 18, 2022 7:11 PM UTC (4 years ago)","","SNEWS candidate"
"VV Cep","21h 56m 39s","+63d 37m 32s","Cep","EA/GS+SRC","5.55 V","4.73 V","7460.0","749.8000000000001","HET","Visual","Green: Last Observation April 23, 2026 7:11 PM UTC (4 days ago)","","SNEWS candidate"
"V0424 Lac","22h 56m 25s","+49d 44m 00s","Lac","LC","5.03 V","4.91 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 12:51 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 13","00h 04m 30s","-10d 30m 34s","Cet","LC","4.97 V","4.92 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"NSV 3213","06h 47m 37s","-8d 59m 54s","Mon","LC","5.16 V","5.04 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 1:41 AM UTC (1 month ago)","","SNEWS candidate"
"NSV 4437","09h 16m 23s","-44d 15m 56s","Vel","LC","5.14 V","5.08 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"NSV 20321","15h 29m 24s","-46d 43m 57s","Lup","LC","5.26 V","5.21 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"NSV 18422","10h 28m 52s","-64d 10m 20s","Car","LC","5.31 V","5.21 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"V0450 Sct","18h 32m 43s","-14d 51m 56s","Sct","SRD","5.6 V","5.37 V","None","3.0","HET","Visual","Red: Last Observation August 15, 2025 10:34 PM UTC (8 months ago)","","SNEWS candidate"
"V0381 Cep","21h 19m 15s","+58d 37m 24s","Cep","SRC","5.76 V","5.55 V","None","3.0","HET","Visual","Red: Last Observation April 23, 2026 7:11 PM UTC (4 days ago)","","SNEWS candidate"
"T Mon","06h 25m 13s","+7d 05m 08s","Mon","DCEP","6.58 V","5.58 V","27.031","2.7031","HET","Visual","Red: Last Observation April 10, 2026 10:30 PM UTC (2 weeks ago)","","SNEWS candidate"
"tet Del","20h 38m 43s","+13d 18m 54s","Del","LC","5.72 V","5.68 V","None","3.0","HET","Visual","Red: Last Observation January 14, 2026 12:02 AM UTC (3 months ago)","","SNEWS candidate"
"NSV 17270","07h 00m 15s","+16d 04m 44s","Gem","LC","5.74 V","5.68 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 2:01 AM UTC (1 month ago)","","SNEWS candidate"
"BU Gem","06h 12m 19s","+22d 54m 30s","Gem","SRC","7.4 V","5.74 V","460.0","46.0","HET","Visual","Green: Last Observation April 24, 2026 2:14 AM UTC (3 days ago)","","SNEWS candidate"
"NSV 319","00h 51m 16s","+61d 48m 19s","Cas","LC","6.12 V","6.04 V","None","3.0","HET","Visual","Red: Last Observation April 23, 2026 7:11 PM UTC (4 days ago)","","SNEWS candidate"
"NO Aur","05h 40m 42s","+31d 55m 14s","Aur","SRC","6.5 V","6.05 V","102.1","10.21","HET","Visual","Green: Last Observation April 22, 2026 3:22 AM UTC (5 days ago)","","SNEWS candidate"
"V0766 Cen","13h 47m 10s","-62d 35m 22s","Cen","YHG","7.5 V","6.11 V","None","3.0","HET","Visual","Red: Last Observation April 19, 2026 10:39 PM UTC (1 week ago)","","SNEWS candidate"
"NSV 985","02h 56m 24s","+64d 19m 56s","Cas","LC","6.28 V","6.15 V","None","3.0","HET","Visual","Red: Last Observation March 9, 2026 1:20 AM UTC (1 month ago)","","SNEWS candidate"
"QY Pup","07h 47m 38s","-15d 59m 26s","Pup","SRD","6.71 V","6.22 V","None","3.0","HET","Visual","Red: Last Observation March 27, 2015 10:59 PM UTC (11 years ago)","","SNEWS candidate"
"V0915 Sco","17h 14m 27s","-39d 45m 59s","Sco","SRD","6.64 V","6.22 V","None","3.0","HET","Visual","Red: Last Observation March 3, 2024 6:40 AM UTC (2 years ago)","","SNEWS candidate"
"NSV 13784","21h 33m 17s","+45d 51m 14s","Cyg","LC","6.3 V","6.23 V","None","3.0","HET","Visual","Red: Last Observation February 19, 2026 12:09 AM UTC (2 months ago)","","SNEWS candidate"
"V0528 Car","11h 03m 06s","-60d 54m 38s","Car","LC","6.78 V","6.27 V","None","3.0","HET","Visual","Red: Last Observation February 18, 2011 12:15 AM UTC (15 years ago)","","SNEWS candidate"
"TV Gem","06h 11m 51s","+21d 52m 05s","Gem","LC","7.5 V","6.27 V","None","3.0","HET","Visual","Red: Last Observation April 23, 2026 7:39 PM UTC (4 days ago)","","SNEWS candidate"
"NSV 25100","20h 18m 57s","+39d 00m 15s","Cyg","LC","6.5 V","6.3 V","None","3.0","HET","Visual","Red: Last Observation January 20, 2026 11:50 PM UTC (3 months ago)","","SNEWS candidate"
"V0340 Sge","19h 39m 25s","+16d 34m 15s","Sge","LC","6.44 V","6.31 V","None","3.0","HET","Visual","Red: Last Observation December 21, 2025 11:19 PM UTC (4 months ago)","","SNEWS candidate"
"V0771 Cen","11h 26m 59s","-61d 22m 09s","Cen","SRC","7.12 V","6.37 V","None","3.0","HET","Visual","Red: Last Observation July 5, 2023 1:13 AM UTC (2 years ago)","","SNEWS candidate"
"AB Pyx","08h 30m 29s","-36d 43m 16s","Pyx","LC","6.98 V","6.37 V","None","3.0","HET","Visual","Red: No Observation Data","","SNEWS candidate"
"V0419 Cep","21h 12m 47s","+60d 05m 52s","Cep","LC","6.89 V","6.44 V","None","3.0","HET","Visual","Red: Last Observation April 23, 2026 7:11 PM UTC (4 days ago)","","SNEWS candidate"
"RX Tel","19h 06m 58s","-45d 58m 13s","Tel","LC","7.47 V","6.45 V","None","3.0","HET","Visual","Red: Last Observation July 10, 2025 11:05 PM UTC (9 months ago)","","SNEWS candidate"
"VY CMa","07h 22m 58s","-25d 46m 03s","CMa","LC","9.6 V","6.5 V","None","3.0","HET","Visual","Red: Last Observation April 3, 2026 7:50 PM UTC (3 weeks ago)","","SNEWS candidate"
"PS Mus","12h 55m 10s","-68d 54m 24s","Mus","LC","7.01 V","6.52 V","None","3.0","HET","Visual","Red: Last Observation April 22, 2019 9:00 AM UTC (7 years ago)","","SNEWS candidate"
